Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Applicant,Strength,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Submission_Date
21880,N,LENALIDOMIDE,,,ORAL,REVLIMID,BRISTOL MYERS SQUIBB,2.5MG,4,7465800,2027-04-27,Y,Y,,
201280,N,LINAGLIPTIN,,,ORAL,TRADJENTA,BOEHRINGER INGELHEIM,5MG,1,8883805,2025-11-26,,Y,,2014-12-09
207999,N,OBETICHOLIC ACID,,,ORAL,OCALIVA,INTERCEPT PHARMS INC,5MG,1,10052337,2036-04-26,,Y,,2018-11-08
21908,N,LUBIPROSTONE,,,ORAL,AMITIZA,SUCAMPO PHARMA LLC,8MCG,2,8026393,2027-10-25,,Y,,
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,4,9566244,2028-10-23,,Y,,2017-03-08
218171,N,ENSARTINIB HYDROCHLORIDE,,,ORAL,ENSACOVE,XCOVERY,EQ 25MG BASE,1,9126947,2031-11-29,Y,,,2025-01-17
205109,N,FERRIC OXYHYDROXIDE,TABLET,,ORAL,VELPHORO,VIFOR FRESENIUS,EQ 500MG IRON,1,11013761,2028-11-13,,Y,,2021-06-02
207793,N,IRINOTECAN HYDROCHLORIDE,INJECTABLE,,INTRAVENOUS,ONIVYDE,IPSEN,EQ 43MG BASE/10ML (EQ 4.3MG BASE/ML),1,10456360,2036-10-15,,Y,,2019-11-25
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,4,9060708,2029-03-05,,Y,,2017-12-12
208564,N,ESTRADIOL,,,VAGINAL,IMVEXXY,MAYNE PHARMA,0.004MG,1,11123283,2032-11-21,,Y,,2021-09-24
213931,N,TENAPANOR HYDROCHLORIDE,,,ORAL,XPHOZAH,ARDELYX INC,EQ 10MG BASE,2,8541448,2033-08-01,Y,Y,,2023-11-14
208799,N,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,,,INHALATION,AIRDUO DIGIHALER,TEVA PHARM,0.055MG/INH;EQ 0.014MG BASE/INH,2,9463288,2025-05-19,,Y,,2017-01-30
218347,N,UPADACITINIB,,,ORAL,RINVOQ LQ,ABBVIE,1MG/ML,1,11718627,2036-10-17,Y,,,2024-05-23
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,5,8978966,2032-01-13,,Y,,2020-03-20
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,6,9439900,2032-09-18,,Y,,2016-10-26
213135,N,MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE,,,ORAL,SUTAB,BRAINTREE LABS,0.225GM;0.188GM;1.479GM,1,10143656,2037-08-04,,Y,,2020-11-13
206977,N,LEVOTHYROXINE SODIUM,,,ORAL,TIROSINT-SOL,IBSA,13MCG/ML,4,10537538,2037-02-28,,Y,,2020-02-19
216986,N,GADOPICLENOL,,,INTRAVENOUS,ELUCIREM,GUERBET,1.4553GM/3ML (485.1MG/ML),1,8114863,2028-09-19,Y,,,2022-11-28
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,8207297,2025-04-14,Y,Y,,2012-08-09
214231,N,DASIGLUCAGON HYDROCHLORIDE,,,SUBCUTANEOUS,ZEGALOGUE,ZEALAND PHARMA,EQ 0.6MG BASE/0.6ML (EQ 0.6MG BASE/0.6ML),1,10442847,2035-02-03,Y,Y,,2021-04-21
212801,N,OSILODROSTAT PHOSPHATE,,,ORAL,ISTURISA,RECORDATI RARE,EQ 1MG BASE,1,8314097,2029-03-27,Y,Y,,2020-04-03
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,2,9572779,2031-12-21,,Y,,2017-02-21
210872,N,ISOPROPYL ALCOHOL,,,TOPICAL,ZURAGARD,ZUREX PHARMA,0.7,1,8703828,2028-05-23,,Y,,2021-07-12
22271,N,ALOGLIPTIN BENZOATE,,,ORAL,NESINA,TAKEDA PHARMS USA,EQ 6.25MG BASE,2,8697125,2029-06-16,,Y,,2014-05-27
22309,N,TESTOSTERONE,GEL,,TRANSDERMAL,ANDROGEL,BESINS HLTHCARE,1.62% (20.25MG/1.25GM ACTUATION),1,8466136,2026-10-12,,Y,,2013-06-24
205834,N,LEDIPASVIR; SOFOSBUVIR,,,ORAL,HARVONI,GILEAD SCIENCES INC,45MG;200MG,1,8088368,2030-05-12,Y,Y,,2014-10-30
209500,N,LUMATEPERONE TOSYLATE,,,ORAL,CAPLYTA,INTRA-CELLULAR,EQ 10.5MG BASE,3,10464938,2028-03-12,,Y,,2022-05-18
208082,N,DEUTETRABENAZINE,,,ORAL,AUSTEDO,TEVA BRANDED PHARM,6MG,1,11666566,2033-09-18,,Y,,2023-06-16
207999,N,OBETICHOLIC ACID,,,ORAL,OCALIVA,INTERCEPT PHARMS INC,5MG,2,RE48286,2027-02-21,Y,Y,,2020-10-28
22068,N,NILOTINIB HYDROCHLORIDE,,,ORAL,TASIGNA,NOVARTIS,EQ 50MG BASE,3,8501760,2026-07-18,,Y,,2018-04-12
18207,N,TRAZODONE HYDROCHLORIDE,,,ORAL,DESYREL,PRAGMA,50MG,1,8133893,2029-03-13,Y,Y,,2015-07-20
201739,N,EPINEPHRINE,,,"INTRAMUSCULAR, SUBCUTANEOUS",AUVI-Q,KALEO INC,EQ 0.1MG/DELIVERY,3,8226610,2029-04-10,,Y,,2017-12-15
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,"75MG;75MG, 50MG",1,8754224,2026-12-28,Y,Y,,2018-03-09
201281,N,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,,,ORAL,JENTADUETO,BOEHRINGER INGELHEIM,2.5MG;1GM,3,7407955,2025-05-02,Y,Y,,2012-02-22
205677,N,TASIMELTEON,,,ORAL,HETLIOZ,VANDA PHARMS INC,20MG,1,10071977,2035-02-12,Y,Y,,2018-09-17
209381,N,ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE,,,ORAL,PLENVU,SALIX,7.54GM;140GM;2.2GM;48.11GM;5.2GM;9GM,1,9707297,2033-09-10,,Y,,2018-05-24
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,1,8978966,2032-01-13,,Y,,2017-01-30
203752,N,ESTRADIOL,FILM,,TRANSDERMAL,MINIVELLE,NOVEN,0.025MG/24HR,3,9833419,2028-07-10,,Y,,2017-12-14
202293,N,DAPAGLIFLOZIN,,,ORAL,FARXIGA,ASTRAZENECA AB,5MG,2,8721615,2030-01-18,,Y,,2017-11-15
211371,N,BREXANOLONE,,,INTRAVENOUS,ZULRESSO,SAGE THERAP,100MG/20ML (5MG/ML),1,10322139,2033-01-23,,Y,,2019-06-27
210136,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,BRIXADI,BRAEBURN,8MG/0.16ML (50MG/ML),4,11135215,2032-07-26,,Y,,2023-06-06
203496,N,TREPROSTINIL DIOLAMINE,TABLET,,ORAL,ORENITRAM,UNITED THERAP,EQ 0.125MG BASE,4,8349892,2031-01-22,,Y,,2014-01-09
212994,N,DEXMETHYLPHENIDATE HYDROCHLORIDE; SERDEXMETHYLPHENIDATE CHLORIDE,,,ORAL,AZSTARYS,COMMAVE THERAP,EQ 5.2MG BASE;EQ 26.1MG BASE,2,10584113,2037-12-09,,Y,,2021-05-17
207960,N,METHYLPHENIDATE HYDROCHLORIDE,TABLET,,ORAL,QUILLICHEW ER,NEXTWAVE PHARMS,20MG,1,8999386,2033-08-14,,Y,,2015-12-23
21908,N,LUBIPROSTONE,,,ORAL,AMITIZA,SUCAMPO PHARMA LLC,8MCG,2,8338639,2027-01-23,,Y,,
215039,N,ALPELISIB,,,ORAL,VIJOICE,NOVARTIS,50MG,1,8227462,2033-04-29,Y,Y,,2022-05-03
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,7,9642844,2027-01-25,,Y,,2017-05-15
209128,N,SUFENTANIL CITRATE,,,SUBLINGUAL,DSUVIA,VERTICAL PHARMS,EQ 0.03MG BASE,1,8574189,2030-03-16,,Y,,2018-11-28
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,8,11173259,2040-07-06,,Y,,2022-05-05
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,5,9320455,2031-12-15,,Y,,2017-12-12
216354,N,DEUTETRABENAZINE,TABLET,,ORAL,AUSTEDO XR,TEVA,6MG,7,11813232,2038-03-15,,Y,,2024-07-25
205098,N,POLIDOCANOL,,,INTRAVENOUS,VARITHENA,PROVENSIS,77.5MG/7.75ML (10MG/ML),1,9480652,2032-05-12,,Y,,2016-11-30
217347,N,SOFPIRONIUM BROMIDE,GEL,,TOPICAL,SOFDRA,BOTANIX SB,EQ 12.45% BASE (EQ 72MG BASE/ACTUATION),1,11566000,2040-05-22,Y,Y,,2024-09-26
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),8,9629959,2026-01-24,,Y,,2017-05-25
217513,N,TRAMETINIB DIMETHYL SULFOXIDE,,,ORAL,MEKINIST,NOVARTIS,EQ 0.05MG BASE/ML,1,7378423,2027-05-29,Y,Y,,2023-05-04
204569,N,SUVOREXANT,,,ORAL,BELSOMRA,MERCK SHARP DOHME,5MG,3,10098892,2033-05-29,,Y,,2018-10-17
205636,N,ALBUTEROL SULFATE,POWDER,,INHALATION,PROAIR DIGIHALER,TEVA BRANDED PHARM,EQ 0.09MG BASE/INH,1,10022510,2031-05-18,,Y,,2018-08-14
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,25MG,2,11020376,2036-07-27,,Y,,2021-06-30
217899,N,SELADELPAR LYSINE,,,ORAL,LIVDELZI,GILEAD SCIENCES INC,EQ 10MG BASE,1,7301050,2025-08-02,Y,Y,,2024-08-30
210735,N,CYCLOPHOSPHAMIDE,,,INTRAVENOUS,CYCLOPHOSPHAMIDE,EUGIA PHARMA SPECLTS,1GM/5ML (200MG/ML),3,9662342,2035-06-26,,Y,,2023-11-29
205489,N,METHYLPHENIDATE,TABLET,,ORAL,COTEMPLA XR-ODT,NEOS THERAPS INC,8.6MG,2,8840924,2026-06-05,,Y,,2017-07-20
210361,N,GLYCOPYRRONIUM TOSYLATE,,,TOPICAL,QBREXZA,JOURNEY,EQ 2.4% BASE,1,10543192,2033-02-28,,Y,,2020-02-27
210563,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,140MG,3,10213386,2036-03-03,,Y,,2019-03-08
211962,N,VANCOMYCIN HYDROCHLORIDE,,,INTRAVENOUS,VANCOMYCIN HYDROCHLORIDE,HIKMA,EQ 1GM BASE/200ML (EQ 5MG BASE/ML),2,11628200,2035-11-06,,Y,,2023-05-09
217677,N,NIROGACESTAT HYDROBROMIDE,,,ORAL,OGSIVEO,SPRINGWORKS,EQ 50MG BASE,3,11504354,2042-07-08,,Y,,2024-04-12
217677,N,NIROGACESTAT HYDROBROMIDE,,,ORAL,OGSIVEO,SPRINGWORKS,EQ 50MG BASE,1,7951958,2026-03-11,Y,,,2023-12-01
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,1,9872837,2031-12-21,,Y,,2018-01-23
210491,N,"IVACAFTOR; IVACAFTOR, TEZACAFTOR",,,ORAL,SYMDEKO (COPACKAGED),VERTEX PHARMS INC,"75MG;75MG, 50MG",2,7776905,2027-06-03,Y,Y,,2019-07-17
211651,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,EQ 0.1MG BASE,1,8420650,2029-07-27,Y,Y,,2018-11-14
203168,N,BROMFENAC SODIUM,,,OPHTHALMIC,PROLENSA,BAUSCH AND LOMB,EQ 0.07% ACID,1,10085958,2032-11-19,,Y,,2018-10-15
22416,N,ESLICARBAZEPINE ACETATE,,,ORAL,APTIOM,SUMITOMO PHARMA AM,200MG,2,9206135,2026-04-21,Y,,,2016-05-20
208799,N,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,,,INHALATION,AIRDUO DIGIHALER,TEVA PHARM,0.055MG/INH;EQ 0.014MG BASE/INH,5,11344685,2039-09-26,,Y,,2022-06-29
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,3,9216260,2031-06-28,,Y,,2017-01-30
209376,N,CUPRIC SULFATE; MANGANESE SULFATE; SELENIOUS ACID; ZINC SULFATE,,,INTRAVENOUS,MULTRYS,AM REGENT,EQ 60MCG COPPER/ML;EQ 3MCG BASE/ML;EQ 6MCG SELENIUM/ML;EQ 1000MCG BASE/ML (1ML),1,11786548,2041-07-01,,Y,,2023-11-14
213137,N,VOXELOTOR,,,ORAL,OXBRYTA,GLOBAL BLOOD THERAPS,300MG,1,10017491,2032-12-28,,Y,,2019-12-19
21610,N,OXYMORPHONE HYDROCHLORIDE,TABLET,,ORAL,OPANA ER,ENDO OPERATIONS,5MG,4,8871779,2029-11-22,Y,,,2021-03-18
214755,N,SODIUM OXYBATE,FOR SUSPENSION,,ORAL,LUMRYZ,AVADEL CNS,4.5GM/PACKET,3,11065224,2037-07-21,,Y,,2023-05-23
218718,N,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,TABLET,,ORAL,FEMLYV,MILLICENT PR,0.02MG;1MG,1,12178824,2041-06-24,,Y,,2025-01-10
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),6,8021335,2026-10-04,,Y,,2016-06-01
209311,N,METHYLPHENIDATE HYDROCHLORIDE,CAPSULE,,ORAL,JORNAY PM,IRONSHORE PHARMS,20MG,5,9498447,2032-03-23,,Y,,2018-09-07
210922,N,PATISIRAN SODIUM,,,INTRAVENOUS,ONPATTRO,ALNYLAM PHARMS INC,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),1,8642076,2027-10-03,,Y,,2018-09-06
214787,N,REMDESIVIR,,,INTRAVENOUS,VEKLURY,GILEAD SCIENCES INC,100MG/VIAL,1,RE46762,2029-04-22,Y,Y,,2020-11-12
22426,N,ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,,,ORAL,OSENI,TAKEDA PHARMS USA,EQ,3,8637079,2029-06-04,,Y,,2014-02-13
22569,N,FENTANYL CITRATE,SPRAY,,NASAL,LAZANDA,BTCP PHARMA,EQ,2,9731869,2032-01-26,,Y,,2017-09-01
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),5,11446441,2026-01-24,,Y,,2022-10-19
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,1,7682634,2027-06-19,,Y,,
202880,N,HYDROCODONE BITARTRATE,CAPSULE,,ORAL,ZOHYDRO ER,RECRO GAINESVILLE,10MG,6,9132096,2034-09-12,,Y,,2015-09-22
213260,N,ATORVASTATIN CALCIUM,,,ORAL,ATORVALIQ,CMP DEV LLC,20MG/5ML,1,12168069,2037-06-07,,Y,,2024-12-19
217064,N,PHENTOLAMINE MESYLATE,,,OPHTHALMIC,RYZUMVI,FAMYGEN LIFE SCI,EQ 0.75% BASE,1,10772829,2034-01-31,,Y,,2024-02-01
212725,N,ENTRECTINIB,,,ORAL,ROZLYTREK,GENENTECH INC,100MG,1,9085565,2033-05-22,Y,Y,,2019-09-13
21829,N,ROTIGOTINE,FILM,,TRANSDERMAL,NEUPRO,UCB INC,1MG/24HR,5,10350174,2030-12-22,,Y,,2019-07-18
19034,N,HYDROMORPHONE HYDROCHLORIDE,,,INJECTION,DILAUDID,FRESENIUS KABI USA,0.2MG/ML,3,9731082,2032-04-23,,Y,,2018-02-05
22115,N,LAMOTRIGINE,TABLET,,ORAL,LAMICTAL XR,GLAXOSMITHKLINE LLC,25MG,1,8637512,2028-06-14,,Y,,2014-02-12
206439,N,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,CAPSULE,,ORAL,NAMZARIC,ABBVIE,10MG;7MG,1,8338485,2025-11-22,,Y,,2016-08-16
209299,N,FOSTAMATINIB DISODIUM,,,ORAL,TAVALISSE,RIGEL PHARMS,EQ 100MG BASE,2,8445485,2026-06-17,,Y,,2018-05-16
213931,N,TENAPANOR HYDROCHLORIDE,,,ORAL,XPHOZAH,ARDELYX INC,EQ 10MG BASE,1,8969377,2029-12-30,Y,Y,,2023-11-14
212535,N,CYSTEINE HYDROCHLORIDE,,,INTRAVENOUS,NOURESS,BAXTER HLTHCARE CORP,500MG/10ML (50MG/ML),1,11648262,2039-01-15,,Y,,2024-05-17
214900,N,IBREXAFUNGERP CITRATE,,,ORAL,BREXAFEMME,SCYNEXIS,EQ 150MG BASE,1,10927142,2035-01-19,Y,,,2021-06-30
206627,N,HYDROCODONE BITARTRATE,TABLET,,ORAL,HYSINGLA ER,PURDUE PHARMA LP,20MG,3,9486413,2027-08-24,,Y,,2016-11-08
208610,N,DELAFLOXACIN MEGLUMINE,,,ORAL,BAXDELA,MELINTA,EQ 450MG BASE,1,8273892,2026-08-06,Y,,,2017-07-18
213871,N,ABROCITINIB,,,ORAL,CIBINQO,PFIZER,50MG,3,9035074,2034-02-19,Y,Y,,2022-02-11
213491,N,CYSTEAMINE BITARTRATE,GRANULE,,ORAL,PROCYSBI,HORIZON,EQ 75MG BASE/PACKET,1,9233077,2034-06-17,,Y,,2020-03-13
207202,N,ARIPIPRAZOLE,,,ORAL,ABILIFY MYCITE KIT,OTSUKA,2MG,4,8258962,2030-11-25,,Y,,2017-12-12
215206,N,ATOGEPANT,,,ORAL,QULIPTA,ABBVIE,10MG,1,10117836,2035-01-30,,Y,,2021-10-26
214755,N,SODIUM OXYBATE,FOR SUSPENSION,,ORAL,LUMRYZ,AVADEL CNS,4.5GM/PACKET,2,11839597,2037-07-21,,Y,,2024-01-04
21829,N,ROTIGOTINE,FILM,,TRANSDERMAL,NEUPRO,UCB INC,1MG/24HR,1,10130589,2030-12-22,,Y,,2018-11-30
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,6,8651103,2028-03-26,,Y,,2020-03-20
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,4,9241935,2027-01-25,,Y,,2016-02-18
209637,N,SEMAGLUTIDE,,,SUBCUTANEOUS,OZEMPIC,NOVO,2MG/1.5ML (1.34MG/ML),1,9108002,2026-01-20,,Y,,2017-12-20
209939,N,LETERMOVIR,,,ORAL,PREVYMIS,MERCK SHARP DOHME,240MG,2,RE46791,2029-01-18,Y,Y,,2020-04-21
217424,N,BERDAZIMER SODIUM,,,TOPICAL,ZELSUVMI,LNHC,EQ 10.3% BASE,1,10376538,2030-08-20,,Y,,2024-02-02
203108,N,OLODATEROL HYDROCHLORIDE,SPRAY,,INHALATION,STRIVERDI RESPIMAT,BOEHRINGER INGELHEIM,EQ 0.0025MG BASE/INH,1,7727984,2027-01-19,Y,,,2014-08-15
213051,N,SEMAGLUTIDE,,,ORAL,RYBELSUS,NOVO,1.5MG,2,11759502,2033-03-15,,Y,,2023-10-12
207533,N,ARIPIPRAZOLE LAUROXIL,SUSPENSION,,INTRAMUSCULAR,ARISTADA,ALKERMES INC,441MG/1.6ML (275.63MG/ML),3,9526726,2035-03-19,,Y,,2017-01-19
205580,N,BENDAMUSTINE HYDROCHLORIDE,,,INTRAVENOUS,BELRAPZO,EAGLE PHARMS,100MG/4ML (25MG/ML),1,9265831,2031-01-28,,Y,,2018-08-01
204275,N,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,,,INHALATION,BREO ELLIPTA,GLAXO GRP LTD,0.05MG/INH;EQ 0.025MG BASE/INH,2,9333310,2027-10-02,,Y,,2016-05-20
206940,N,ELUXADOLINE,,,ORAL,VIBERZI,ABBVIE,75MG,2,11229627,2033-03-14,,Y,,2022-02-15
217439,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,EQ 0.1MG BASE,6,8420650,2029-07-27,Y,Y,,2024-04-05
218276,N,IPTACOPAN HYDROCHLORIDE,,,ORAL,FABHALTA,NOVARTIS,EQ 200MG BASE,1,9682968,2034-07-14,Y,Y,,2023-12-18
201655,N,OXYMORPHONE HYDROCHLORIDE,TABLET,,ORAL,OPANA ER,ENDO PHARMS,5MG,6,7851482,2029-07-10,Y,,,
211349,N,GILTERITINIB FUMARATE,,,ORAL,XOSPATA,ASTELLAS,EQ 40MG BASE,1,8969336,2032-11-28,Y,Y,,2018-12-18
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,60MG/2.3ML (29.25MG/ML);1.8MG/2.3ML (0.88MG/ML),4,9744163,2034-03-13,,Y,,2021-05-26
213586,N,RISPERIDONE,SUSPENSION,,SUBCUTANEOUS,UZEDY,TEVA,50MG/0.14ML (50MG/0.14ML),1,9895447,2025-01-12,,Y,,2023-05-03
206756,N,OLODATEROL HYDROCHLORIDE; TIOTROPIUM BROMIDE,SPRAY,,INHALATION,STIOLTO RESPIMAT,BOEHRINGER INGELHEIM,EQ 0.0025MG BASE/INH;EQ 0.0025MG BASE/INH,1,7396341,2026-10-10,,Y,,2015-06-10
201655,N,OXYMORPHONE HYDROCHLORIDE,TABLET,,ORAL,OPANA ER,ENDO PHARMS,5MG,2,8192722,2025-09-15,,Y,,
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,6,9593066,2028-12-15,Y,,,2023-10-20
213793,N,SETMELANOTIDE ACETATE,,,SUBCUTANEOUS,IMCIVREE,RHYTHM,EQ 10MG BASE/ML (EQ 10MG BASE/ML),1,8039435,2032-08-21,Y,Y,,2020-12-22
217581,N,CRIZOTINIB,CAPSULE,,ORAL,XALKORI,PF PRISM CV,20MG,2,8785632,2025-03-01,Y,Y,,2023-10-06
216354,N,DEUTETRABENAZINE,TABLET,,ORAL,AUSTEDO XR,TEVA,6MG,5,11813232,2038-03-15,,Y,,2024-07-25
207947,N,SELEXIPAG,,,ORAL,UPTRAVI,ACTELION,0.2MG,3,8791122,2030-08-01,Y,Y,,2016-01-19
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,1,9593066,2028-12-15,Y,,,2017-03-14
219293,N,NILOTINIB TARTRATE,,,ORAL,DANZITEN,AZURITY,EQ 71MG BASE,2,11793809,2040-02-18,,Y,,2024-11-08
212516,N,DULOXETINE HYDROCHLORIDE,CAPSULE,,ORAL,DRIZALMA SPRINKLE,SUN PHARM,EQ 20MG BASE,2,12171742,2037-04-13,,Y,,2025-01-10
21514,N,METHYLPHENIDATE,FILM,,TRANSDERMAL,DAYTRANA,NOVEN PHARMS INC,10MG/9HR (1.1MG/HR),1,8632802,2025-10-07,,Y,,2014-02-04
209500,N,LUMATEPERONE TOSYLATE,,,ORAL,CAPLYTA,INTRA-CELLULAR,EQ 10.5MG BASE,1,9586960,2029-03-12,Y,Y,,2020-01-17
209311,N,METHYLPHENIDATE HYDROCHLORIDE,CAPSULE,,ORAL,JORNAY PM,IRONSHORE PHARMS,20MG,1,10905652,2032-03-23,,Y,,2021-02-24
204485,N,VASOPRESSIN,,,INTRAVENOUS,VASOSTRICT,ENDO OPERATIONS,20UNITS/ML (20UNITS/ML),1,9750785,2035-01-30,,Y,,2017-09-05
211810,N,PEXIDARTINIB HYDROCHLORIDE,,,ORAL,TURALIO,DAIICHI SANKYO INC,EQ 125MG BASE,1,9169250,2027-11-21,Y,,,2019-08-28
205382,N,UMECLIDINIUM BROMIDE,,,INHALATION,INCRUSE ELLIPTA,GLAXO GRP ENGLAND,EQ 0.0625MG BASE/INH,1,8201556,2029-02-05,,Y,,2014-05-21
209296,N,APREPITANT,,,INTRAVENOUS,CINVANTI,HERON THERAPS INC,130MG/18ML (7.2MG/ML),1,10500208,2035-09-18,,Y,,2019-12-23
208745,N,PLECANATIDE,,,ORAL,TRULANCE,SALIX,3MG,1,11834521,2034-06-05,,Y,,2023-12-14
213586,N,RISPERIDONE,SUSPENSION,,SUBCUTANEOUS,UZEDY,TEVA,50MG/0.14ML (50MG/0.14ML),2,9925268,2025-01-12,,Y,,2023-05-03
22272,N,OXYCODONE HYDROCHLORIDE,TABLET,,ORAL,OXYCONTIN,PURDUE PHARMA LP,10MG,5,9492389,2027-08-24,,Y,,2016-11-16
208798,N,FLUTICASONE PROPIONATE,,,INHALATION,ARMONAIR DIGIHALER,TEVA PHARM,0.03MG/INH,2,8978966,2032-01-13,,Y,,2017-01-30
22427,N,KETOROLAC TROMETHAMINE,,,OPHTHALMIC,ACUVAIL,ABBVIE,0.0045,1,8512717,2028-03-07,,Y,,2013-09-19
209410,N,AMANTADINE HYDROCHLORIDE,TABLET,,ORAL,OSMOLEX ER,SUPERNUS PHARMS,EQ 129MG BASE,1,8252331,2030-03-13,,Y,,2018-03-01
205552,N,IBRUTINIB,,,ORAL,IMBRUVICA,PHARMACYCLICS LLC,70MG,2,8957079,2026-12-28,Y,Y,,2018-01-19
21529,N,ETONOGESTREL,,,IMPLANTATION,IMPLANON,ORGANON,68MG/IMPLANT,2,8722037,2027-09-28,,Y,,2014-05-15
203752,N,ESTRADIOL,FILM,,TRANSDERMAL,MINIVELLE,NOVEN,0.025MG/24HR,4,9833419,2028-07-10,,Y,,2017-12-14
214876,N,NIRAPARIB TOSYLATE,,,ORAL,ZEJULA,GLAXOSMITHKLINE,EQ 100MG BASE,2,11730725,2039-01-25,,Y,,2023-09-21
208799,N,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,,,INHALATION,AIRDUO DIGIHALER,TEVA PHARM,0.055MG/INH;EQ 0.014MG BASE/INH,4,10569034,2036-08-16,,Y,,2020-03-12
215985,N,ROFLUMILAST,,,TOPICAL,ZORYVE,ARCUTIS,0.0015,2,12005052,2037-06-07,,Y,,2024-08-08
214755,N,SODIUM OXYBATE,FOR SUSPENSION,,ORAL,LUMRYZ,AVADEL CNS,4.5GM/PACKET,2,12226377,2037-07-21,,Y,,2025-02-21
208313,N,GEMCITABINE HYDROCHLORIDE,,,INTRAVENOUS,INFUGEM,SUN PHARM,EQ 1200MG BASE/120ML (EQ 10MG BASE/ML),1,9241948,2033-07-01,,Y,,2018-07-25
211994,N,DOLUTEGRAVIR SODIUM; LAMIVUDINE,,,ORAL,DOVATO,VIIV HLTHCARE,EQ 50MG BASE;300MG,1,8129385,2027-10-05,Y,Y,,2019-04-24
22184,N,BIMATOPROST,,,OPHTHALMIC,LUMIGAN,ABBVIE,0.0001,1,8933120,2025-03-16,,Y,,2015-02-10
202833,N,INGENOL MEBUTATE,,,TOPICAL,PICATO,LEO LABS,0.0002,2,9833428,2026-12-18,,Y,,2017-12-06
