Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Strength,Product_No,Exclusivity_Code,Exclusivity_Date
210656,N,GLASDEGIB MALEATE,,,ORAL,DAURISMO,PFIZER,2,ODE-224,2025-11-21
210730,N,OLICERIDINE,,,INTRAVENOUS,OLINVYK,TREVENA,1,NCE,2025-10-30
210730,N,OLICERIDINE,,,INTRAVENOUS,OLINVYK,TREVENA,2,NCE,2025-10-30
210730,N,OLICERIDINE,,,INTRAVENOUS,OLINVYK,TREVENA,3,NCE,2025-10-30
210795,N,TAFENOQUINE SUCCINATE,,,ORAL,KRINTAFEL,GLAXOSMITHKLINE,1,ODE-201,2025-07-20
210797,N,AFAMELANOTIDE,,,SUBCUTANEOUS,SCENESSE,CLIVUNEL INC,1,ODE-270,2026-10-08
210806,N,DORAVIRINE,,,ORAL,PIFELTRO,MSD MERCK CO,1,NPP,2025-01-27
210807,N,DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,,,ORAL,DELSTRIGO,MSD MERCK CO,1,NPP,2025-01-27
210828,N,GALLIUM GA-68 EDOTREOTIDE,,,INTRAVENOUS,GALLIUM GA 68 EDOTREOTIDE,UIHC PET IMAGING,1,ODE-383,2026-08-21
210828,N,GALLIUM GA-68 EDOTREOTIDE,,,INTRAVENOUS,GALLIUM GA 68 EDOTREOTIDE,UIHC PET IMAGING,1,W,2026-08-21
210854,N,BALOXAVIR MARBOXIL,,,ORAL,XOFLUZA,GENENTECH INC,1,M-187,2027-12-19
210854,N,BALOXAVIR MARBOXIL,,,ORAL,XOFLUZA,GENENTECH INC,2,M-187,2027-12-19
210854,N,BALOXAVIR MARBOXIL,,,ORAL,XOFLUZA,GENENTECH INC,3,M-187,2027-12-19
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,1,ODE-215,2025-11-26
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,1,ODE-220,2025-11-26
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,1,ODE-221,2025-11-26
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,2,ODE-215,2025-11-26
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,2,ODE-220,2025-11-26
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,2,ODE-221,2025-11-26
210867,N,MOXIDECTIN,,,ORAL,MOXIDECTIN,MDGH,1,NPP,2028-02-07
210867,N,MOXIDECTIN,,,ORAL,MOXIDECTIN,MDGH,1,ODE-193,2025-06-13
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,1,ODE-217,2025-11-02
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,1,ODE-218,2025-11-02
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,1,ODE-219,2025-11-02
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,1,ODE-349,2028-03-03
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,2,ODE-217,2025-11-02
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,2,ODE-218,2025-11-02
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,2,ODE-219,2025-11-02
210868,N,LORLATINIB,,,ORAL,LORBRENA,PFIZER,2,ODE-349,2028-03-03
210910,N,RIFAMYCIN SODIUM,TABLET,DELAYED RELEASE,ORAL,AEMCOLO,COSMO TECHNOLOGIES,1,NCE,2023-11-16
210922,N,PATISIRAN SODIUM,,,INTRAVENOUS,ONPATTRO,ALNYLAM PHARMS INC,1,M-270,2026-01-13
210922,N,PATISIRAN SODIUM,,,INTRAVENOUS,ONPATTRO,ALNYLAM PHARMS INC,1,ODE-197,2025-08-10
211109,N,ERAVACYCLINE DIHYDROCHLORIDE,,,INTRAVENOUS,XERAVA,TETRAPHASE PHARMS,1,NCE,2023-08-27
211109,N,ERAVACYCLINE DIHYDROCHLORIDE,,,INTRAVENOUS,XERAVA,TETRAPHASE PHARMS,2,NCE,2023-08-27
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,1,NPP,2027-06-21
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,1,ODE-255,2026-08-14
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,1,ODE-331,2027-10-13
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,1,ODE-489,2031-06-21
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,2,NPP,2027-06-21
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,2,ODE-255,2026-08-14
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,2,ODE-331,2027-10-13
211150,N,PITOLISANT HYDROCHLORIDE,,,ORAL,WAKIX,HARMONY,2,ODE-489,2031-06-21
211155,N,DUVELISIB,,,ORAL,COPIKTRA,SECURA,1,ODE-208,2025-09-24
211155,N,DUVELISIB,,,ORAL,COPIKTRA,SECURA,2,ODE-208,2025-09-24
211172,N,INOTERSEN SODIUM,,,SUBCUTANEOUS,TEGSEDI,AKCEA THERAPS,1,ODE-212,2025-10-05
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,1,I-893,2025-05-25
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,1,I-924,2026-10-24
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,1,ODE-203,2025-07-20
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,1,ODE-242,2026-05-02
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,1,ODE-368,2028-08-25
211192,N,IVOSIDENIB,,,ORAL,TIBSOVO,SERVIER,1,ODE-447,2030-10-24
211230,N,SOLRIAMFETOL HYDROCHLORIDE,,,ORAL,SUNOSI,AXSOME MALTA,1,ODE-254,2026-06-17
211230,N,SOLRIAMFETOL HYDROCHLORIDE,,,ORAL,SUNOSI,AXSOME MALTA,2,ODE-254,2026-06-17
211243,N,ESKETAMINE HYDROCHLORIDE,,,NASAL,SPRAVATO,JANSSEN PHARMS,1,I-959,2028-01-17
211280,N,LASMIDITAN SUCCINATE,,,ORAL,REYVOW,ELI LILLY AND CO,1,NCE,2025-01-31
211280,N,LASMIDITAN SUCCINATE,,,ORAL,REYVOW,ELI LILLY AND CO,2,NCE,2025-01-31
211280,N,LASMIDITAN SUCCINATE,,,ORAL,REYVOW,ELI LILLY AND CO,3,NCE,2025-01-31
211281,N,LACTITOL,,,ORAL,PIZENSY,BRAINTREE LABS,1,NCE,2025-02-12
211288,N,DACOMITINIB,,,ORAL,VIZIMPRO,PFIZER,1,ODE-206,2025-09-27
211288,N,DACOMITINIB,,,ORAL,VIZIMPRO,PFIZER,1,ODE-213,2025-09-27
211288,N,DACOMITINIB,,,ORAL,VIZIMPRO,PFIZER,2,ODE-206,2025-09-27
211288,N,DACOMITINIB,,,ORAL,VIZIMPRO,PFIZER,2,ODE-213,2025-09-27
211288,N,DACOMITINIB,,,ORAL,VIZIMPRO,PFIZER,3,ODE-206,2025-09-27
211288,N,DACOMITINIB,,,ORAL,VIZIMPRO,PFIZER,3,ODE-213,2025-09-27
211321,N,MIDAZOLAM,,,NASAL,NAYZILAM,UCB INC,1,ODE-243,2026-05-17
211349,N,GILTERITINIB FUMARATE,,,ORAL,XOSPATA,ASTELLAS,1,ODE-222,2025-11-28
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,1,M-14,2027-12-13
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,1,NPP,2025-09-02
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,1,ODE-195,2025-08-07
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,1,ODE-408,2029-09-02
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,2,M-14,2027-12-13
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,2,NPP,2025-09-02
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,2,ODE-195,2025-08-07
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,2,ODE-408,2029-09-02
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,3,M-14,2027-12-13
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,3,NS,2025-09-02
211358,N,IVACAFTOR; LUMACAFTOR,,,ORAL,ORKAMBI,VERTEX PHARMS INC,3,ODE-408,2029-09-02
211371,N,BREXANOLONE,,,INTRAVENOUS,ZULRESSO,SAGE THERAP,1,NPP,2025-06-16
211379,N,DEXAMETHASONE,,,ORAL,HEMADY,DEXCEL,1,ODE-271,2026-10-03
211580,N,INDOCYANINE GREEN,,,"INTRAVENOUS, INTERSTITIAL",SPY AGENT GREEN KIT,NOVADAQ TECH,1,I-911,2026-06-05
211616,N,BEMPEDOIC ACID,,,ORAL,NEXLETOL,ESPERION THERAPS INC,1,I-943,2027-03-22
211616,N,BEMPEDOIC ACID,,,ORAL,NEXLETOL,ESPERION THERAPS INC,1,I-944,2027-03-22
211616,N,BEMPEDOIC ACID,,,ORAL,NEXLETOL,ESPERION THERAPS INC,1,NCE,2025-02-21
211617,N,BEMPEDOIC ACID; EZETIMIBE,,,ORAL,NEXLIZET,ESPERION THERAPS INC,1,I-943,2027-03-22
211617,N,BEMPEDOIC ACID; EZETIMIBE,,,ORAL,NEXLIZET,ESPERION THERAPS INC,1,I-945,2027-03-22
211617,N,BEMPEDOIC ACID; EZETIMIBE,,,ORAL,NEXLIZET,ESPERION THERAPS INC,1,NCE,2025-02-21
211635,N,DIAZEPAM,,,NASAL,VALTOCO,NEURELIS INC,1,NPP,2028-04-15
211635,N,DIAZEPAM,,,NASAL,VALTOCO,NEURELIS INC,1,ODE-279,2027-01-10
211635,N,DIAZEPAM,,,NASAL,VALTOCO,NEURELIS INC,2,NPP,2028-04-15
211635,N,DIAZEPAM,,,NASAL,VALTOCO,NEURELIS INC,2,ODE-279,2027-01-10
211635,N,DIAZEPAM,,,NASAL,VALTOCO,NEURELIS INC,3,NPP,2028-04-15
211635,N,DIAZEPAM,,,NASAL,VALTOCO,NEURELIS INC,3,ODE-279,2027-01-10
211651,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,1,I-920,2026-06-20
211651,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,3,I-920,2026-06-20
211651,N,TALAZOPARIB TOSYLATE,,,ORAL,TALZENNA,PFIZER,5,I-920,2026-06-20
211672,N,LEFAMULIN ACETATE,,,ORAL,XENLETA,HONG KONG,1,NCE,2024-08-19
211673,N,LEFAMULIN ACETATE,,,INTRAVENOUS,XENLETA,HONG KONG,1,NCE,2024-08-19
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,I-883,2025-01-14
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,I-886,2025-03-16
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,I-888,2025-04-29
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,I-919,2026-05-18
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,I-946,2027-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,NPP,2027-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,1,ODE-481,2031-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,2,I-883,2025-01-14
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,2,I-886,2025-03-16
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,2,I-919,2026-05-18
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,2,I-946,2027-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,2,NPP,2027-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,2,ODE-481,2031-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,3,I-886,2025-03-16
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,3,I-919,2026-05-18
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,3,I-946,2027-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,3,NPP,2027-04-26
211675,N,UPADACITINIB,TABLET,EXTENDED RELEASE,ORAL,RINVOQ,ABBVIE,3,ODE-481,2031-04-26
211710,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HEALTHCARE,1,ODE-215,2025-11-26
211710,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HEALTHCARE,1,ODE-220,2025-11-26
211710,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HEALTHCARE,1,ODE-221,2025-11-26
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,1,NCE,2025-01-23
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,1,ODE-299,2027-01-23
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,1,ODE-314,2027-06-18
211728,N,MITOMYCIN,,,PYELOCALYCEAL,JELMYTO,UROGEN PHARMA,1,ODE-289,2027-04-15
211746,N,MOMETASONE FUROATE; OLOPATADINE HYDROCHLORIDE,SPRAY,METERED,NASAL,RYALTRIS,GLENMARK SPECLT,1,NP,2025-01-13
211810,N,PEXIDARTINIB HYDROCHLORIDE,,,ORAL,TURALIO,DAIICHI SANKYO INC,1,ODE-250,2026-08-02
211810,N,PEXIDARTINIB HYDROCHLORIDE,,,ORAL,TURALIO,DAIICHI SANKYO INC,2,ODE*,2026-08-02
211843,N,TIOPRONIN,TABLET,DELAYED RELEASE,ORAL,THIOLA EC,MISSION PHARMACAL,1,ODE*,2026-06-28
211843,N,TIOPRONIN,TABLET,DELAYED RELEASE,ORAL,THIOLA EC,MISSION PHARMACAL,2,ODE*,2026-06-28
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,QELBREE,SUPERNUS PHARMS,1,NCE,2026-04-02
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,QELBREE,SUPERNUS PHARMS,1,NPP,2025-04-29
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,QELBREE,SUPERNUS PHARMS,2,NCE,2026-04-02
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,QELBREE,SUPERNUS PHARMS,2,NPP,2025-04-29
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,QELBREE,SUPERNUS PHARMS,3,NCE,2026-04-02
211964,N,VILOXAZINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,QELBREE,SUPERNUS PHARMS,3,NPP,2025-04-29
211970,N,GOLODIRSEN,,,INTRAVENOUS,VYONDYS 53,SAREPTA THERAPS INC,1,ODE-280,2026-12-12
211975,A,ERYTHROMYCIN,TABLET,DELAYED RELEASE,ORAL,ERYTHROMYCIN,TORRENT,3,CGT,2025-04-22
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,EXTENDED RELEASE,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,1,I-933,2027-01-23
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,EXTENDED RELEASE,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,2,I-933,2027-01-23
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,EXTENDED RELEASE,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,3,I-933,2027-01-23
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,EXTENDED RELEASE,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,4,I-933,2027-01-23
211994,N,DOLUTEGRAVIR SODIUM; LAMIVUDINE,,,ORAL,DOVATO,VIIV HLTHCARE,1,NPP,2027-04-05
211996,N,TAFAMIDIS MEGLUMINE,,,ORAL,VYNDAQEL,FOLDRX PHARMS,1,ODE-237,2026-05-03
212018,N,ERDAFITINIB,,,ORAL,BALVERSA,JANSSEN BIOTECH,1,I-930,2027-01-19
212018,N,ERDAFITINIB,,,ORAL,BALVERSA,JANSSEN BIOTECH,2,I-930,2027-01-19
212018,N,ERDAFITINIB,,,ORAL,BALVERSA,JANSSEN BIOTECH,3,I-930,2027-01-19
212028,N,LEMBOREXANT,,,ORAL,DAYVIGO,EISAI INC,1,M-293,2026-04-20
212028,N,LEMBOREXANT,,,ORAL,DAYVIGO,EISAI INC,1,NCE,2025-04-07
212028,N,LEMBOREXANT,,,ORAL,DAYVIGO,EISAI INC,2,M-293,2026-04-20
212028,N,LEMBOREXANT,,,ORAL,DAYVIGO,EISAI INC,2,NCE,2025-04-07
212099,N,DAROLUTAMIDE,,,ORAL,NUBEQA,BAYER HEALTHCARE,1,I-900,2025-08-05
212102,N,FENFLURAMINE HYDROCHLORIDE,,,ORAL,FINTEPLA,UCB INC,1,I-887,2025-03-25
212102,N,FENFLURAMINE HYDROCHLORIDE,,,ORAL,FINTEPLA,UCB INC,1,ODE-312,2027-06-25
212102,N,FENFLURAMINE HYDROCHLORIDE,,,ORAL,FINTEPLA,UCB INC,1,ODE-393,2029-03-25
212123,N,FLORTAUCIPIR F-18,,,INTRAVENOUS,TAUVID,AVID RADIOPHARMS INC,1,NCE,2025-05-28
212123,N,FLORTAUCIPIR F-18,,,INTRAVENOUS,TAUVID,AVID RADIOPHARMS INC,2,NCE,2025-05-28
212154,N,VILTOLARSEN,,,INTRAVENOUS,VILTEPSO,NIPPON SHINYAKU,1,NCE,2025-08-12
212154,N,VILTOLARSEN,,,INTRAVENOUS,VILTEPSO,NIPPON SHINYAKU,1,ODE-280,2027-08-12
212155,N,FLUOROESTRADIOL F-18,,,INTRAVENOUS,CERIANNA,GE HEALTHCARE,1,NCE,2025-05-20
212161,N,TAFAMIDIS,,,ORAL,VYNDAMAX,FOLDRX PHARMS,1,ODE-237,2026-05-03
212194,N,GIVOSIRAN SODIUM,,,SUBCUTANEOUS,GIVLAARI,ALNYLAM PHARMS INC,1,ODE-273,2026-11-20
212269,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1,ODE-417,2028-04-30
212269,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1,ODE-420,2028-04-30
212269,N,DEFERIPRONE,,,ORAL,FERRIPROX,CHIESI,1,ODE-421,2028-04-30
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,1,M-313,2027-12-20
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,1,ODE-275,2026-10-21
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,1,ODE-323,2027-12-21
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,1,ODE-357,2028-06-08
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,1,ODE-512,2031-12-20
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,2,M-313,2027-12-20
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,2,ODE*,2026-10-21
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,2,ODE*,2027-12-21
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,2,ODE-357,2028-06-08
212273,N,"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",,,ORAL,TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,2,ODE-512,2031-12-20
212295,N,REMIMAZOLAM BESYLATE,,,INTRAVENOUS,BYFAVO,ACACIA,1,NCE,2025-10-06
212304,N,DONEPEZIL HYDROCHLORIDE,,,TRANSDERMAL,ADLARITY,CORIUM,1,NP,2025-03-11
212304,N,DONEPEZIL HYDROCHLORIDE,,,TRANSDERMAL,ADLARITY,CORIUM,2,NP,2025-03-11
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,1,ODE-257,2026-07-03
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,1,ODE-310,2027-06-22
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,1,ODE-346,2027-12-18
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,2,ODE*,2027-06-22
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,2,ODE*,2026-07-03
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,2,ODE*,2027-12-18
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,3,ODE*,2026-07-03
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,3,ODE*,2027-06-22
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,3,ODE*,2027-12-18
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,4,ODE*,2027-06-22
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,4,ODE*,2026-07-03
212306,N,SELINEXOR,,,ORAL,XPOVIO,KARYOPHARM THERAPS,4,ODE*,2027-12-18
212327,N,FEDRATINIB HYDROCHLORIDE,,,ORAL,INREBIC,BRISTOL-MYERS,1,ODE-259,2026-08-16
212480,N,SOFOSBUVIR,,,ORAL,SOVALDI,GILEAD SCIENCES INC,1,ODE-258,2026-08-28
212480,N,SOFOSBUVIR,,,ORAL,SOVALDI,GILEAD SCIENCES INC,2,ODE-258,2026-08-28
212489,N,OPICAPONE,,,ORAL,ONGENTYS,AMNEAL,1,NCE,2025-04-24
212489,N,OPICAPONE,,,ORAL,ONGENTYS,AMNEAL,2,NCE,2025-04-24
212526,N,ALPELISIB,,,ORAL,PIQRAY,NOVARTIS,1,I-937,2027-01-18
212526,N,ALPELISIB,,,ORAL,PIQRAY,NOVARTIS,2,I-937,2027-01-18
212526,N,ALPELISIB,,,ORAL,PIQRAY,NOVARTIS,3,I-937,2027-01-18
212576,N,CEDAZURIDINE; DECITABINE,,,ORAL,INQOVI,TAIHO ONCOLOGY,1,NCE,2025-07-07
212576,N,CEDAZURIDINE; DECITABINE,,,ORAL,INQOVI,TAIHO ONCOLOGY,1,ODE-316,2027-07-07
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,1,NCE,2025-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,1,ODE-356,2028-06-16
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,1,ODE-366,2027-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,1,ODE-434,2030-05-22
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,2,NCE,2025-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,2,ODE-356,2028-06-16
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,2,ODE-366,2027-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,2,ODE-434,2030-05-22
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,3,NCE,2025-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,3,ODE-356,2028-06-16
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,3,ODE-366,2027-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,3,ODE-434,2030-05-22
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,4,I-912,2026-05-22
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,4,NCE,2025-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,4,ODE-356,2028-06-16
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,4,ODE-366,2027-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,4,ODE-434,2030-05-22
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,5,NCE,2025-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,5,ODE-356,2028-06-16
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,5,ODE-366,2027-01-09
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,5,ODE-434,2030-05-22
212642,N,GALLIUM GA-68 GOZETOTIDE,,,INTRAVENOUS,GALLIUM GA 68 GOZETOTIDE,UNIV CA LOS ANGELES,1,NCE,2025-12-01
212642,N,GALLIUM GA-68 GOZETOTIDE,,,INTRAVENOUS,GALLIUM GA 68 GOZETOTIDE,UNIV CA LOS ANGELES,1,W,2025-12-01
212643,N,GALLIUM GA-68 GOZETOTIDE,,,INTRAVENOUS,GALLIUM GA 68 GOZETOTIDE,UNIV OF CA SAN FRAN,1,NCE,2025-12-01
212643,N,GALLIUM GA-68 GOZETOTIDE,,,INTRAVENOUS,GALLIUM GA 68 GOZETOTIDE,UNIV OF CA SAN FRAN,1,W,2025-12-01
